,Priority,Status,Issue id,Issue key,Created,Resolved
622,P3,Resolved,CLIENT-5396,CLIENT,2016-12-01T16:58:27.000,2016-12-06T10:21:45.000
623,P3,Resolved,CLIENT-5397,CLIENT,2016-12-01T16:59:59.000,2016-12-06T10:22:45.000
624,P3,Resolved,CLIENT-5398,CLIENT,2016-12-01T17:00:06.000,2016-12-06T17:22:06.000
625,P2,Resolved,CLIENT-5399,CLIENT,2016-12-01T17:00:39.000,2016-12-21T12:50:00.000
626,P3,Resolved,CLIENT-5400,CLIENT,2016-12-01T17:02:09.000,2016-12-06T13:33:02.000
627,P3,Resolved,CLIENT-5401,CLIENT,2016-12-01T17:02:35.000,2016-12-06T15:59:37.000
628,P3,Resolved,CLIENT-5402,CLIENT,2016-12-01T17:04:38.000,2016-12-21T10:48:35.000
629,Needs_Triage,Resolved,CLIENT-5403,CLIENT,2016-12-01T17:05:54.000,2016-12-01T17:37:06.000
630,P2,Resolved,CLIENT-5404,CLIENT,2016-12-01T17:07:03.000,2016-12-06T17:08:05.000
631,P2,Resolved,CLIENT-5405,CLIENT,2016-12-01T17:08:19.000,2017-02-20T14:30:38.000
632,P3,Resolved,CLIENT-5406,CLIENT,2016-12-01T17:10:27.000,2017-01-06T18:23:02.000
633,P4,Resolved,CLIENT-5407,CLIENT,2016-12-01T17:10:38.000,2018-02-12T17:20:26.000
634,P2,Resolved,CLIENT-5408,CLIENT,2016-12-01T17:26:05.000,2018-02-12T17:20:26.000
635,Needs_Triage,Resolved,CLIENT-5409,CLIENT,2016-12-01T17:41:08.000,2016-12-06T11:45:43.000
636,P3,Resolved,CLIENT-5410,CLIENT,2016-12-01T17:43:16.000,2018-05-17T15:11:45.000
637,P3,Resolved,CLIENT-5411,CLIENT,2016-12-01T17:47:52.000,2018-02-12T17:20:26.000
638,P2,Resolved,CLIENT-5412,CLIENT,2016-12-01T17:53:54.000,2018-02-12T17:20:26.000
639,Needs_Triage,Resolved,CLIENT-5413,CLIENT,2016-12-02T12:26:40.000,2016-12-02T15:03:02.000
640,P2,Resolved,CLIENT-5414,CLIENT,2016-12-02T13:15:25.000,2017-01-03T18:29:22.000
641,P4,Resolved,CLIENT-5415,CLIENT,2016-12-02T13:31:47.000,2017-02-22T15:13:23.000
642,Needs_Triage,Resolved,CLIENT-5416,CLIENT,2016-12-02T13:52:44.000,2017-03-27T22:53:53.000
643,Needs_Triage,Resolved,CLIENT-5417,CLIENT,2016-12-02T13:59:20.000,2017-03-27T22:54:29.000
644,Needs_Triage,Resolved,CLIENT-5419,CLIENT,2016-12-02T14:35:30.000,2017-03-27T22:53:26.000
645,Needs_Triage,Resolved,CLIENT-5420,CLIENT,2016-12-02T14:39:29.000,2018-02-12T17:20:26.000
646,P3,Resolved,CLIENT-5421,CLIENT,2016-12-02T14:54:30.000,2018-05-17T15:11:26.000
647,P3,Resolved,CLIENT-5422,CLIENT,2016-12-02T14:55:40.000,2018-02-12T17:20:26.000
648,P2,Resolved,CLIENT-5423,CLIENT,2016-12-02T14:56:17.000,2016-12-07T16:51:13.000
649,P2,Resolved,CLIENT-5424,CLIENT,2016-12-02T14:56:20.000,2018-02-12T17:20:26.000
650,P2,Resolved,CLIENT-5425,CLIENT,2016-12-02T14:56:39.000,2018-02-12T17:20:26.000
651,Needs_Triage,Resolved,SERVER-5149,SERVER,2016-12-02T14:59:16.000,2019-02-01T16:46:42.000
652,Needs_Triage,Resolved,CLIENT-5426,CLIENT,2016-12-02T14:59:18.000,2016-12-05T16:52:33.000
653,Needs_Triage,Resolved,CLIENT-5427,CLIENT,2016-12-02T15:00:09.000,2016-12-07T16:40:44.000
654,Needs_Triage,Resolved,CLIENT-5428,CLIENT,2016-12-02T15:01:12.000,2018-05-17T15:11:02.000
655,Needs_Triage,Resolved,CLIENT-5429,CLIENT,2016-12-02T15:27:04.000,2018-02-12T17:20:26.000
656,P3,Resolved,CLIENT-5430,CLIENT,2016-12-02T16:04:06.000,2018-02-12T17:20:27.000
657,Needs_Triage,Resolved,SERVER-5150,SERVER,2016-12-02T16:04:21.000,2016-12-02T16:35:12.000
658,Needs_Triage,Resolved,SERVER-5151,SERVER,2016-12-02T16:19:07.000,2016-12-02T16:25:23.000
659,P3,Resolved,CLIENT-5431,CLIENT,2016-12-02T16:58:30.000,2018-01-17T17:08:59.000
660,Needs_Triage,Resolved,SERVER-5154,SERVER,2016-12-02T17:18:05.000,2018-06-11T16:39:25.000
661,Needs_Triage,Resolved,SERVER-5242,SERVER,2016-12-05T10:34:20.000,2018-02-12T17:22:37.000
662,Needs_Triage,Resolved,SERVER-5243,SERVER,2016-12-05T10:35:10.000,2018-02-12T17:22:37.000
663,P4,Resolved,CLIENT-5433,CLIENT,2016-12-05T11:39:31.000,2018-06-11T15:25:02.000
664,P3,Resolved,CLIENT-5434,CLIENT,2016-12-05T13:34:30.000,2017-01-03T08:18:56.000
665,P3,Resolved,CLIENT-5435,CLIENT,2016-12-05T13:53:41.000,2018-02-12T17:20:27.000
666,Needs_Triage,Resolved,SERVER-5515,SERVER,2016-12-05T15:14:36.000,2017-01-09T10:33:39.000
667,P2,Resolved,CLIENT-5472,CLIENT,2016-12-05T15:44:48.000,2018-02-12T17:20:27.000
668,P4,Resolved,CLIENT-5473,CLIENT,2016-12-05T15:58:04.000,2018-02-12T17:20:27.000
669,P2,Resolved,SERVER-5517,SERVER,2016-12-05T17:30:02.000,2017-01-05T11:46:17.000
670,Needs_Triage,Resolved,SERVER-5518,SERVER,2016-12-05T17:55:59.000,2018-02-12T17:22:38.000
671,Needs_Triage,Verified,SERVER-5519,SERVER,2016-12-05T18:06:23.000,
672,P1,Resolved,CLIENT-5474,CLIENT,2016-12-05T18:50:47.000,2016-12-07T14:58:15.000
673,P1,Resolved,CLIENT-5475,CLIENT,2016-12-05T18:56:24.000,2016-12-06T12:13:20.000
674,Needs_Triage,Resolved,CLIENT-5477,CLIENT,2016-12-06T11:02:28.000,2018-02-12T17:20:27.000
675,Needs_Triage,Resolved,CLIENT-5478,CLIENT,2016-12-06T11:12:36.000,2016-12-07T16:35:52.000
676,P2,Closed,SERVER-5520,SERVER,2016-12-06T11:42:40.000,2017-03-07T17:13:01.000
677,P1,Resolved,CLIENT-5479,CLIENT,2016-12-06T12:52:45.000,2016-12-07T13:51:11.000
678,Needs_Triage,Resolved,CLIENT-5480,CLIENT,2016-12-06T13:22:15.000,2018-02-12T17:20:27.000
679,P2,Resolved,CLIENT-5481,CLIENT,2016-12-06T13:56:04.000,2016-12-06T15:18:16.000
680,P3,Resolved,CLIENT-5482,CLIENT,2016-12-06T14:58:02.000,2018-05-17T15:09:41.000
681,P2,Resolved,CLIENT-5483,CLIENT,2016-12-06T17:38:34.000,2016-12-20T10:56:46.000
682,P3,Resolved,CLIENT-5484,CLIENT,2016-12-06T17:46:08.000,2016-12-07T10:51:16.000
683,P3,Resolved,CLIENT-5486,CLIENT,2016-12-07T11:04:51.000,2018-06-12T11:39:22.000
684,P3,Resolved,CLIENT-5487,CLIENT,2016-12-07T11:36:14.000,2016-12-21T10:53:29.000
685,P3,Resolved,CLIENT-5488,CLIENT,2016-12-07T11:44:09.000,2016-12-20T13:21:20.000
686,P2,Resolved,CLIENT-5489,CLIENT,2016-12-07T11:44:15.000,2018-05-17T15:08:45.000
687,P3,Resolved,CLIENT-5490,CLIENT,2016-12-07T11:45:53.000,2018-05-15T11:34:25.000
688,P3,Resolved,CLIENT-5491,CLIENT,2016-12-07T11:52:03.000,2017-01-05T09:00:46.000
689,P3,Resolved,CLIENT-5492,CLIENT,2016-12-07T12:21:18.000,2016-12-07T14:43:36.000
690,Needs_Triage,Resolved,SERVER-5522,SERVER,2016-12-07T13:11:29.000,2017-02-14T12:04:43.000
691,P2,Resolved,CLIENT-5493,CLIENT,2016-12-07T13:27:48.000,2017-01-03T14:04:29.000
692,Needs_Triage,Resolved,SERVER-5523,SERVER,2016-12-07T13:29:23.000,2017-01-04T16:53:40.000
693,Needs_Triage,Resolved,CLIENT-5494,CLIENT,2016-12-07T15:37:19.000,2016-12-07T15:39:33.000
694,P3,Resolved,CLIENT-5495,CLIENT,2016-12-07T15:44:02.000,2016-12-23T14:56:49.000
695,P2,Resolved,CLIENT-5496,CLIENT,2016-12-07T15:53:16.000,2018-02-12T17:20:27.000
696,P2,Verified,CLIENT-5497,CLIENT,2016-12-08T10:40:43.000,
697,Needs_Triage,Resolved,CLIENT-5498,CLIENT,2016-12-08T14:15:26.000,2017-01-05T16:31:12.000
698,Needs_Triage,Resolved,SERVER-5525,SERVER,2016-12-08T15:32:36.000,2018-02-12T17:22:38.000
699,P4,Closed,SERVER-5526,SERVER,2016-12-08T22:33:38.000,2017-03-10T19:57:43.000
700,Needs_Triage,Resolved,SERVER-5527,SERVER,2016-12-09T03:39:46.000,2018-02-12T17:22:38.000
701,Needs_Triage,Resolved,SERVER-5528,SERVER,2016-12-09T10:58:06.000,2016-12-09T11:16:17.000
702,Needs_Triage,Resolved,CLIENT-5499,CLIENT,2016-12-09T11:31:22.000,2018-05-21T15:27:58.000
703,Needs_Triage,Resolved,SERVER-5529,SERVER,2016-12-09T11:41:37.000,2016-12-09T12:37:32.000
704,P3,Resolved,SERVER-5532,SERVER,2016-12-09T19:14:04.000,2017-03-29T16:49:05.000
705,P2,Resolved,SERVER-5534,SERVER,2016-12-12T19:05:06.000,2016-12-16T10:32:30.000
706,P2,Resolved,SERVER-5535,SERVER,2016-12-12T21:51:09.000,2016-12-13T17:00:31.000
707,P3,Resolved,SERVER-5536,SERVER,2016-12-12T22:10:34.000,2018-02-12T17:22:38.000
708,P3,Resolved,SERVER-5539,SERVER,2016-12-13T11:08:28.000,2016-12-13T11:24:41.000
709,Needs_Triage,Resolved,SERVER-5702,SERVER,2016-12-16T01:25:42.000,2018-02-12T17:22:38.000
710,Needs_Triage,Resolved,SERVER-5703,SERVER,2016-12-16T10:49:23.000,2018-02-12T17:22:38.000
711,Needs_Triage,Resolved,CLIENT-5501,CLIENT,2016-12-20T15:03:23.000,2017-07-27T14:56:56.000
712,Needs_Triage,Resolved,CLIENT-5502,CLIENT,2016-12-20T15:12:33.000,2017-01-05T11:07:09.000
713,Needs_Triage,Resolved,CLIENT-5503,CLIENT,2016-12-20T15:27:13.000,2017-01-06T18:23:28.000
714,Needs_Triage,Resolved,CLIENT-5504,CLIENT,2016-12-20T15:29:29.000,2018-02-12T17:20:27.000
715,Needs_Triage,Resolved,CLIENT-5505,CLIENT,2016-12-21T11:32:04.000,2017-07-27T14:56:34.000
716,Needs_Triage,Resolved,CLIENT-5506,CLIENT,2016-12-21T11:51:30.000,2017-07-27T14:55:56.000
717,Needs_Triage,Resolved,SERVER-5709,SERVER,2016-12-21T17:47:12.000,2017-09-01T18:23:37.000
718,Needs_Triage,Resolved,SERVER-5710,SERVER,2016-12-21T18:08:26.000,2018-02-12T17:22:38.000
719,Needs_Triage,Resolved,SERVER-5711,SERVER,2016-12-21T22:47:22.000,2016-12-22T09:21:28.000
720,Needs_Triage,Resolved,CLIENT-5510,CLIENT,2016-12-23T16:29:27.000,2017-02-22T14:50:54.000
721,Needs_Triage,Resolved,CLIENT-5511,CLIENT,2016-12-23T17:13:14.000,2018-06-12T11:34:59.000
722,Needs_Triage,Resolved,CLIENT-5514,CLIENT,2017-01-03T10:53:51.000,2017-02-22T14:52:03.000
723,Needs_Triage,Resolved,SERVER-5716,SERVER,2017-01-03T11:30:33.000,2018-02-12T17:22:38.000
724,Needs_Triage,Resolved,SERVER-5717,SERVER,2017-01-03T12:17:27.000,2018-02-12T17:22:38.000
725,Needs_Triage,Resolved,CLIENT-5515,CLIENT,2017-01-03T15:58:13.000,2018-05-21T15:28:23.000
726,Needs_Triage,Resolved,SERVER-5719,SERVER,2017-01-03T16:26:16.000,2017-01-19T13:54:08.000
727,Needs_Triage,Verified,SERVER-5720,SERVER,2017-01-04T09:32:47.000,
728,Needs_Triage,Resolved,SERVER-5722,SERVER,2017-01-04T15:49:40.000,2018-02-12T17:22:38.000
729,Needs_Triage,Resolved,CLIENT-5519,CLIENT,2017-01-05T10:20:27.000,2018-02-12T17:20:27.000
730,Needs_Triage,Resolved,SERVER-5723,SERVER,2017-01-05T11:26:56.000,2017-01-05T11:31:58.000
731,Needs_Triage,Resolved,CLIENT-5520,CLIENT,2017-01-05T17:25:54.000,2017-02-22T14:52:42.000
732,P4,Resolved,CLIENT-5521,CLIENT,2017-01-05T17:30:27.000,2018-05-25T10:55:55.000
733,Needs_Triage,Resolved,CLIENT-5523,CLIENT,2017-01-06T18:34:56.000,2018-02-12T17:20:27.000
734,Needs_Triage,Closed,SERVER-5730,SERVER,2017-01-10T10:50:03.000,2017-07-11T15:04:16.000
735,P2,Resolved,CLIENT-5524,CLIENT,2017-01-10T15:27:00.000,2017-03-30T10:22:56.000
736,Needs_Triage,Resolved,SERVER-5733,SERVER,2017-01-11T10:27:52.000,2017-01-20T17:17:42.000
737,Needs_Triage,Resolved,SERVER-5739,SERVER,2017-01-12T09:55:03.000,2017-10-12T17:37:38.000
738,Needs_Triage,Resolved,SERVER-5741,SERVER,2017-01-13T17:06:00.000,2018-02-12T17:22:39.000
739,P3,Resolved,SERVER-5742,SERVER,2017-01-16T17:35:37.000,2017-06-26T13:24:18.000
740,Needs_Triage,Resolved,SERVER-5745,SERVER,2017-01-19T14:00:25.000,2017-02-01T09:43:10.000
741,Needs_Triage,Resolved,SERVER-5751,SERVER,2017-01-20T14:22:40.000,2018-02-12T17:22:39.000
742,Needs_Triage,Resolved,SERVER-5752,SERVER,2017-01-20T15:02:25.000,2018-07-10T08:55:43.000
743,P3,Resolved,SERVER-5753,SERVER,2017-01-20T22:12:26.000,2017-01-31T20:29:44.000
744,Needs_Triage,Resolved,SERVER-5758,SERVER,2017-01-24T09:30:49.000,2017-01-26T17:08:46.000
745,Needs_Triage,Resolved,SERVER-5759,SERVER,2017-01-24T10:11:02.000,2017-01-24T16:52:52.000
746,Needs_Triage,Resolved,SERVER-5767,SERVER,2017-01-24T18:36:20.000,2018-02-12T17:22:39.000
747,Needs_Triage,Resolved,SERVER-5770,SERVER,2017-01-25T09:59:54.000,2017-04-23T22:12:38.000
748,Needs_Triage,Resolved,CLIENT-5537,CLIENT,2017-01-25T10:10:32.000,2017-01-25T11:27:45.000
749,P4,Resolved,SERVER-5772,SERVER,2017-01-25T10:13:40.000,2017-04-23T22:12:14.000
750,Needs_Triage,Resolved,CLIENT-5536,CLIENT,2017-01-25T10:16:36.000,2017-02-22T15:00:59.000
751,Needs_Triage,Resolved,CLIENT-5535,CLIENT,2017-01-25T10:19:59.000,2017-01-25T10:37:22.000
752,Needs_Triage,Resolved,SERVER-5775,SERVER,2017-01-25T12:29:54.000,2017-03-28T12:53:51.000
753,Needs_Triage,Resolved,SERVER-5776,SERVER,2017-01-25T12:34:23.000,2018-02-12T17:22:39.000
754,P2,Resolved,SERVER-5778,SERVER,2017-01-25T14:44:18.000,2017-04-26T10:44:07.000
755,Needs_Triage,Resolved,SERVER-5781,SERVER,2017-01-26T14:54:13.000,2018-07-31T16:23:13.000
756,P4,Resolved,SERVER-5782,SERVER,2017-01-27T09:06:55.000,2018-02-12T17:22:39.000
757,P3,Resolved,SERVER-5783,SERVER,2017-01-27T10:42:42.000,2017-02-06T11:07:15.000
758,P3,Resolved,CLIENT-5539,CLIENT,2017-01-27T10:51:22.000,2017-02-06T11:07:34.000
759,Needs_Triage,Resolved,SERVER-5785,SERVER,2017-01-27T14:09:06.000,2018-02-12T17:22:39.000
760,Needs_Triage,Resolved,SERVER-5786,SERVER,2017-01-27T15:04:38.000,2017-01-30T11:05:02.000
761,Needs_Triage,Resolved,CLIENT-5541,CLIENT,2017-01-27T16:20:58.000,2017-09-15T16:36:39.000
762,P3,Closed,SERVER-5789,SERVER,2017-01-30T15:06:52.000,2017-04-27T15:37:07.000
763,P3,Resolved,SERVER-5792,SERVER,2017-01-31T10:49:56.000,2018-10-04T10:14:45.000
764,Needs_Triage,Resolved,SERVER-5793,SERVER,2017-01-31T12:50:51.000,2018-02-12T17:22:39.000
765,P1,Resolved,CLIENT-5547,CLIENT,2017-02-02T11:31:37.000,2017-02-02T16:20:33.000
766,Needs_Triage,Resolved,SERVER-5801,SERVER,2017-02-03T12:14:55.000,2017-02-06T13:15:37.000
767,Needs_Triage,Resolved,SERVER-5802,SERVER,2017-02-03T12:24:26.000,2017-02-13T09:24:34.000
768,P3,Resolved,SERVER-5803,SERVER,2017-02-03T13:08:08.000,2017-06-28T10:13:40.000
769,Needs_Triage,Resolved,SERVER-5804,SERVER,2017-02-03T16:09:49.000,2017-02-03T16:28:30.000
770,Needs_Triage,Closed,SERVER-5806,SERVER,2017-02-06T09:13:00.000,2017-02-06T10:51:42.000
771,P3,Resolved,SERVER-5809,SERVER,2017-02-06T14:28:19.000,2017-02-10T12:41:11.000
772,P4,Resolved,SERVER-5813,SERVER,2017-02-07T10:00:40.000,2017-04-23T22:19:33.000
773,P4,Resolved,SERVER-5814,SERVER,2017-02-07T10:07:13.000,2017-03-28T12:51:01.000
774,Needs_Triage,Resolved,SERVER-5815,SERVER,2017-02-07T10:14:18.000,2018-02-12T17:22:39.000
775,Needs_Triage,Resolved,SERVER-5816,SERVER,2017-02-07T10:17:15.000,2018-02-12T17:22:39.000
776,Needs_Triage,Resolved,SERVER-5818,SERVER,2017-02-07T17:41:46.000,2017-02-10T11:33:32.000
777,Needs_Triage,Resolved,SERVER-5822,SERVER,2017-02-08T12:15:25.000,2019-02-01T16:50:22.000
778,Needs_Triage,Resolved,SERVER-5827,SERVER,2017-02-09T11:40:07.000,2017-02-10T09:05:58.000
779,P3,Resolved,SERVER-5828,SERVER,2017-02-09T12:38:00.000,2017-02-14T15:37:32.000
780,Needs_Triage,Resolved,SERVER-5830,SERVER,2017-02-10T10:20:20.000,2017-03-02T10:59:32.000
781,P3,Resolved,SERVER-5831,SERVER,2017-02-10T10:23:14.000,2017-03-22T11:03:41.000
782,Needs_Triage,Resolved,SERVER-5832,SERVER,2017-02-10T11:58:31.000,2017-02-10T18:07:19.000
783,Needs_Triage,Resolved,SERVER-5834,SERVER,2017-02-10T14:47:57.000,2017-02-10T16:50:28.000
784,P3,Resolved,SERVER-5835,SERVER,2017-02-10T17:02:29.000,2019-05-01T12:12:15.000
785,Needs_Triage,Resolved,SERVER-5838,SERVER,2017-02-10T22:08:16.000,2017-02-15T21:18:18.000
786,Needs_Triage,Resolved,CLIENT-5559,CLIENT,2017-02-14T10:10:10.000,2017-02-15T12:53:06.000
787,Needs_Triage,Resolved,CLIENT-5560,CLIENT,2017-02-14T10:11:53.000,2017-02-21T10:01:18.000
788,P3,Resolved,SERVER-5847,SERVER,2017-02-14T10:35:22.000,2017-04-12T12:26:04.000
789,Needs_Triage,Resolved,SERVER-5850,SERVER,2017-02-14T15:41:48.000,2018-02-12T17:22:39.000
790,Needs_Triage,Resolved,SERVER-5851,SERVER,2017-02-14T16:18:17.000,2018-02-12T17:22:39.000
791,P2,Resolved,SERVER-5852,SERVER,2017-02-14T17:34:48.000,2017-04-27T14:36:39.000
792,Needs_Triage,Resolved,CLIENT-5572,CLIENT,2017-02-15T14:23:07.000,2017-02-17T20:14:01.000
793,Needs_Triage,Resolved,SERVER-5853,SERVER,2017-02-15T20:29:00.000,2017-02-16T16:36:59.000
794,Needs_Triage,Resolved,SERVER-5857,SERVER,2017-02-16T10:33:18.000,2018-02-12T17:22:39.000
795,P4,Closed,SERVER-5859,SERVER,2017-02-17T12:13:26.000,2017-02-17T12:36:20.000
796,Needs_Triage,Resolved,CLIENT-5583,CLIENT,2017-02-19T10:10:00.000,2017-02-21T10:01:22.000
797,Needs_Triage,Resolved,CLIENT-5584,CLIENT,2017-02-19T10:10:30.000,2017-02-21T10:01:25.000
798,P3,Resolved,CLIENT-5585,CLIENT,2017-02-19T12:13:47.000,2017-06-29T21:28:38.000
799,Needs_Triage,Resolved,CLIENT-5588,CLIENT,2017-02-21T10:02:34.000,2017-05-09T13:19:00.000
800,P3,Resolved,SERVER-5864,SERVER,2017-02-21T11:52:58.000,2018-02-12T17:22:39.000
801,P4,Resolved,SERVER-5867,SERVER,2017-02-21T16:27:25.000,2018-02-12T17:22:39.000
802,P3,Resolved,SERVER-5869,SERVER,2017-02-21T16:54:19.000,2018-02-12T17:22:39.000
803,P4,Resolved,SERVER-5870,SERVER,2017-02-21T16:55:08.000,2018-02-12T17:22:39.000
804,P4,Resolved,SERVER-5871,SERVER,2017-02-21T17:01:06.000,2018-02-12T17:22:39.000
805,Needs_Triage,Resolved,SERVER-5872,SERVER,2017-02-21T17:09:12.000,2018-02-12T17:22:39.000
806,Needs_Triage,Resolved,SERVER-5874,SERVER,2017-02-22T09:28:40.000,2017-02-27T10:51:04.000
807,P3,Closed,SERVER-5876,SERVER,2017-02-22T11:11:19.000,2017-03-01T09:16:05.000
808,P3,Closed,SERVER-5877,SERVER,2017-02-22T11:14:33.000,2017-03-01T09:11:26.000
809,P2,Closed,SERVER-5881,SERVER,2017-02-22T22:08:01.000,2017-02-27T14:05:49.000
810,Needs_Triage,Closed,SERVER-5882,SERVER,2017-02-22T22:17:32.000,2017-03-01T21:58:35.000
811,P2,Closed,SERVER-5883,SERVER,2017-02-22T22:19:06.000,2017-03-02T10:13:24.000
812,P4,Resolved,SERVER-5884,SERVER,2017-02-22T22:24:45.000,2018-02-12T17:22:39.000
813,P3,Resolved,SERVER-5885,SERVER,2017-02-22T22:32:42.000,2018-02-12T17:22:39.000
814,P3,Closed,SERVER-5886,SERVER,2017-02-22T22:38:14.000,2017-03-09T16:11:14.000
815,P2,Closed,SERVER-5888,SERVER,2017-02-23T16:35:18.000,2017-03-10T09:31:22.000
816,Needs_Triage,Resolved,CLIENT-5595,CLIENT,2017-02-24T14:05:20.000,2017-03-03T09:22:28.000
817,P2,Closed,SERVER-5893,SERVER,2017-02-24T16:26:20.000,2017-03-22T10:06:04.000
818,Needs_Triage,Resolved,SERVER-5894,SERVER,2017-02-24T23:38:09.000,2017-02-27T10:43:13.000
819,Needs_Triage,Closed,SERVER-5895,SERVER,2017-02-27T14:42:58.000,2017-05-04T16:57:41.000
820,Needs_Triage,Closed,SERVER-5896,SERVER,2017-02-27T14:54:43.000,2017-03-08T21:14:51.000
821,Needs_Triage,Resolved,SERVER-5897,SERVER,2017-02-27T17:52:27.000,2019-02-01T16:47:07.000
822,P2,Resolved,CLIENT-5597,CLIENT,2017-02-27T22:55:06.000,2017-11-03T17:56:12.000
823,Needs_Triage,Resolved,CLIENT-5599,CLIENT,2017-02-28T05:29:40.000,2018-05-21T15:37:53.000
824,P3,Resolved,SERVER-5902,SERVER,2017-02-28T09:00:53.000,2018-02-12T17:22:39.000
825,P4,Resolved,SERVER-5903,SERVER,2017-02-28T09:20:39.000,2019-02-01T16:46:09.000
826,Needs_Triage,Closed,SERVER-5904,SERVER,2017-02-28T10:51:08.000,2017-03-07T16:08:29.000
827,Needs_Triage,Closed,SERVER-5905,SERVER,2017-02-28T11:14:56.000,2017-03-07T16:08:53.000
828,Needs_Triage,Verified,SERVER-5906,SERVER,2017-02-28T11:29:57.000,
829,Needs_Triage,Resolved,SERVER-5907,SERVER,2017-02-28T11:30:12.000,2017-02-28T11:33:15.000
830,Needs_Triage,Resolved,SERVER-5908,SERVER,2017-02-28T12:24:57.000,2017-03-09T15:53:55.000
831,Needs_Triage,Closed,SERVER-5909,SERVER,2017-02-28T12:28:19.000,2018-02-12T17:22:39.000
832,Needs_Triage,Closed,SERVER-5910,SERVER,2017-02-28T12:31:05.000,2018-02-12T17:22:39.000
833,Needs_Triage,Verified,SERVER-5911,SERVER,2017-02-28T13:29:02.000,
834,P4,Resolved,SERVER-5912,SERVER,2017-02-28T14:43:46.000,2019-04-03T17:45:54.000
835,Needs_Triage,Resolved,SERVER-5913,SERVER,2017-02-28T14:54:26.000,2017-03-02T10:14:09.000
836,Needs_Triage,Resolved,SERVER-5914,SERVER,2017-02-28T14:54:50.000,2017-02-28T16:17:41.000
837,P2,Closed,SERVER-5915,SERVER,2017-02-28T14:57:08.000,2017-03-02T09:31:29.000
838,P3,Closed,SERVER-5916,SERVER,2017-02-28T15:43:59.000,2017-03-07T16:14:34.000
839,P3,Resolved,SERVER-5919,SERVER,2017-03-01T10:01:28.000,2018-01-31T16:17:55.000
840,Needs_Triage,Resolved,CLIENT-5602,CLIENT,2017-03-01T18:28:15.000,2017-06-28T15:57:49.000
841,Needs_Triage,Verified,CLIENT-5603,CLIENT,2017-03-01T18:28:27.000,
842,Needs_Triage,Resolved,CLIENT-5604,CLIENT,2017-03-01T18:28:50.000,2017-03-03T20:30:19.000
843,Needs_Triage,Resolved,CLIENT-5605,CLIENT,2017-03-01T18:28:55.000,2017-03-09T15:53:14.000
844,Needs_Triage,Verified,CLIENT-5606,CLIENT,2017-03-01T18:28:58.000,
845,Needs_Triage,Resolved,CLIENT-5607,CLIENT,2017-03-01T18:29:10.000,2017-06-28T15:54:45.000
846,Needs_Triage,Resolved,CLIENT-5608,CLIENT,2017-03-01T18:29:29.000,2017-06-28T15:54:33.000
847,Needs_Triage,Closed,SERVER-5920,SERVER,2017-03-02T11:04:35.000,2017-03-09T16:11:38.000
848,Needs_Triage,Verified,CLIENT-5616,CLIENT,2017-03-02T14:15:54.000,
849,Needs_Triage,Resolved,CLIENT-5617,CLIENT,2017-03-02T14:16:02.000,2017-03-04T15:08:16.000
850,P3,Resolved,CLIENT-5618,CLIENT,2017-03-02T14:17:20.000,2017-11-28T10:29:16.000
851,P3,Resolved,CLIENT-5619,CLIENT,2017-03-02T14:23:04.000,2017-08-02T16:29:10.000
852,Needs_Triage,Resolved,CLIENT-5620,CLIENT,2017-03-02T14:25:40.000,2017-08-02T16:13:51.000
853,Needs_Triage,Resolved,CLIENT-5621,CLIENT,2017-03-02T14:43:20.000,2017-06-28T15:54:18.000
854,Needs_Triage,Verified,CLIENT-5622,CLIENT,2017-03-02T14:53:10.000,
855,Needs_Triage,Closed,SERVER-5921,SERVER,2017-03-02T15:56:15.000,2017-03-16T18:27:53.000
856,Needs_Triage,Verified,CLIENT-5623,CLIENT,2017-03-02T15:59:11.000,
857,Needs_Triage,Verified,CLIENT-5624,CLIENT,2017-03-02T16:15:29.000,
858,Needs_Triage,Verified,CLIENT-5625,CLIENT,2017-03-02T16:21:17.000,
859,P4,Resolved,CLIENT-5626,CLIENT,2017-03-02T16:25:41.000,2018-06-11T15:27:21.000
860,Needs_Triage,Verified,CLIENT-5627,CLIENT,2017-03-02T16:29:43.000,
861,Needs_Triage,Verified,CLIENT-5628,CLIENT,2017-03-02T16:34:07.000,
862,P4,Resolved,CLIENT-5629,CLIENT,2017-03-02T22:40:41.000,2017-06-19T15:46:13.000
863,Needs_Triage,Resolved,SERVER-5930,SERVER,2017-03-03T11:02:58.000,2018-02-12T17:22:39.000
864,Needs_Triage,Resolved,CLIENT-5632,CLIENT,2017-03-03T15:44:29.000,2017-03-10T21:15:30.000
865,P4,Resolved,SERVER-5934,SERVER,2017-03-06T21:37:41.000,2018-02-12T17:22:39.000
866,Needs_Triage,Verified,SERVER-5936,SERVER,2017-03-07T09:40:31.000,
867,Needs_Triage,Resolved,SERVER-5937,SERVER,2017-03-07T11:35:25.000,2019-02-01T16:51:38.000
868,P3,Resolved,CLIENT-5633,CLIENT,2017-03-07T11:58:30.000,2017-07-05T16:49:28.000
869,P3,Resolved,CLIENT-5634,CLIENT,2017-03-07T12:03:02.000,2017-07-11T18:15:36.000
870,P4,Resolved,CLIENT-5635,CLIENT,2017-03-07T12:13:59.000,2018-05-25T10:57:04.000
871,Needs_Triage,Resolved,CLIENT-5636,CLIENT,2017-03-07T12:17:00.000,2017-05-12T11:59:10.000
